component1,component2,component3,component4,component5,component6,component7,component8,component9,component10,class_label
-6.086507406968459,-2.3638004902329031,0.40866611769205208,-0.2761933975825952,0.097982352325401284,-0.12768040773408251,0.081011676204278738,0.14863643941501511,-0.066347347002808893,0.072091907002896971,1.0
-4.1252453188978775,0.47703637636092111,-0.17634170044495429,0.0080968709442252335,0.10076411329909231,-0.18758956743715513,0.10146705863551912,-0.25015238556230673,0.12746530364984196,-0.067737634993850007,1.0
-6.182933505549375,-2.4672489033244314,0.36752471318320901,-0.19397763262595455,-0.20691523796263772,0.27677604693034358,0.2408464841612632,-0.031890272877572609,0.08299122654246445,0.072455951068397043,1.0
-5.8019147852680684,-1.2722536835414404,0.51071990149782942,-0.28610189091395205,-0.093782287904331574,0.27138713062226594,0.23515752718411806,0.063734630197274156,-0.080348083542014115,0.15844624239744923,1.0
-4.1834130644405159,-1.4179099416048431,0.065180385079908698,-0.11005647048967632,0.0056893449699258547,0.37936123981205661,0.093480549148068068,-0.36859621788095459,-0.0082240300413145007,0.022989284488889834,1.0
-0.76599407411438214,3.2608573752523791,-0.36459809536813259,0.5165820436549452,-0.18487528825087529,0.020656769306337835,0.13892140457632124,-0.1138936552319114,0.046803512821377034,-0.015584306984536521,1.0
-4.4486900671055372,-0.077607267276259023,0.34209229813886066,0.019738708373684726,-0.29474890695932421,0.25418885863702584,-0.012571711638262989,0.12868829506025778,-0.16586595495617931,0.13904561035974958,1.0
-4.0355186790654445,0.19313715553701341,-0.42811587644463434,0.20604943871100476,0.22312918235888629,0.018100243954156391,0.3246916497487668,0.024723174953084612,0.099566524747098789,-0.037858165047776698,1.0
-0.19966517325939079,2.1913469931002276,-0.47245310026309872,0.42244276413752396,0.045275840084347166,-0.05559999539107522,-0.086704053768572389,-0.11561765288506336,-0.020970332775232664,-0.21189903420432238,1.0
-6.5303724961962972,-2.1114773390775281,0.46586733996245538,-0.29451881623607162,0.27071578482873998,0.013605644084842152,-0.14539520431980604,0.046859491631045448,-0.057003735377054533,-0.0097631631494220356,1.0
-2.7002470374555787,-1.1224494266857283,-0.065101939161623754,-0.13507909133832138,-0.39627026918427943,-0.01136848666552882,0.10821653194672154,-0.18856173482293681,-0.31409643985547547,-0.040283967276980547,1.0
-6.2964315578786598,-2.5934132272288095,0.48138580458642544,-0.21597258394748317,0.082574659629337396,-0.113135158288224,-0.0081767954791679871,0.30745268316081814,-0.0073381302583375753,-0.43076966156536822,1.0
-1.5645895253543745,0.98060689763944264,-0.36343875001726794,0.19322550570963559,0.29185600792216804,-0.081296782512499277,-0.22844939423598384,0.16967812006305127,-0.11283227893020097,-0.040639522478745284,1.0
-3.9134754864086814,-1.1109828405615769,0.10410140932467131,-0.28106419055341492,-0.072282276130923542,0.13828369113546835,0.042846747245926173,0.01442062555905595,-0.2313225826978787,-0.12411726801939321,1.0
-3.178662884672089,0.88258529204274372,-0.56605621190103728,0.26782919533468097,0.15563438766078386,0.12553597215374193,0.020538138994616546,0.15168874781601643,0.26616741153232021,-0.021456253327404171,1.0
-5.4305814550625424,-1.1637737255481595,0.17226568541082085,-0.10407441496621131,-0.094180350167123339,0.021372946760890219,-0.01154634143132454,0.036581733603202257,-0.28432995888945922,0.19263184351609586,1.0
-1.3916950357578866,2.8318724455546076,-0.024446627829418012,0.20084306614434702,0.35421604910906707,0.31792317122357994,0.094459595482917227,0.4313641489498069,-0.022829431331812026,0.0028897164846769896,1.0
-2.8644252334458584,0.78197065355317052,-0.29257141044466711,0.084785237722856108,-0.15250059193636306,-0.10854246018366494,0.31581199300279822,-0.020376169967090057,-0.19681726600161431,0.096165159046837187,1.0
-4.6332702423739844,-0.21749508832287884,0.68150921567464628,-0.22005876547954104,0.28156176114014031,-0.1913684318299668,-0.029271286987715545,0.081466119764635636,-0.032570322281044096,0.12317191624828305,1.0
-0.25465890082978976,1.8055430061104045,-0.65225691356757221,0.32635792151155618,0.094466964352635019,0.1383049445777447,0.31701651279272336,0.073182796322264446,0.19735686921680037,-0.39456477434755521,1.0
-3.1222266513015171,0.48535993044423559,-0.19669140489980583,-0.066185089997624166,-0.11973869468863853,-0.037138147613778441,0.10259586812212872,-0.0026584290630559827,-0.22996243816535622,-0.083372464129276305,1.0
-3.8976207869097887,-0.85363922880046739,0.30652468632750757,-0.34008099100008021,0.051428025777462652,0.18947931718224725,-0.19006732979783245,-0.23750285512018393,0.081313205870291991,0.23268050028517701,1.0
-5.6456457498568939,-1.7636855626284811,0.13451997995961423,-0.15209760643605005,0.11189398001926425,0.045037029857714531,-0.049019783221249502,-0.25859880524739681,0.19528437191331072,0.080944507699617266,1.0
-6.2851517313039631,-2.639532547238602,0.40819434914188446,-0.19066579259661878,-0.071251139909542557,0.014516421402927953,-0.073763308619908152,0.11299990904214757,-0.022057417967254203,-0.013494513591485244,1.0
-4.1974033018983903,0.1389818516365747,-0.22743155507663684,0.080399000174479512,-0.081101937960744885,-0.064269353008239979,0.077815196578566767,-0.17981578167980702,0.15551611204353924,-0.038886624052488716,1.0
